caregiver_id,week,stressLevel,sleepQualityHoursPerWeek,workloadHoursPerWeek,careQuality
91,38,1.09485,42.0,20.0,0.5
92,38,1.285425,30.8,0.0,0.5
93,38,1.176525,39.2,20.0,0.5
94,38,1.394325,36.400000000000006,50.15787559107417,0.5
95,38,1.176525,39.2,20.0,0.5
96,38,1.721025,30.8,60.8,0.5
97,38,1.394325,36.400000000000006,47.387773608830216,0.5
98,38,1.53045,33.6,54.58083489777372,0.5
99,38,1.09485,42.0,20.0,0.5
100,38,1.285425,30.8,0.0,0.5
1,39,1.721025,30.8,60.8,0.5
2,39,1.53045,33.6,54.39784445516529,0.5
3,39,1.394325,36.400000000000006,46.56125925341651,0.5
4,39,1.53045,33.6,54.58083489777372,0.5
5,39,1.394325,36.400000000000006,46.01973960666645,0.5
6,39,1.394325,36.400000000000006,48.584950004130924,0.5
7,39,1.09485,42.0,20.0,0.5
8,39,1.285425,30.8,0.0,0.5
9,39,1.394325,36.400000000000006,44.848240450916705,0.5
10,39,1.176525,39.2,20.0,0.5
11,39,1.53045,33.6,57.37195857653598,0.5
12,39,1.394325,36.400000000000006,50.15787559107417,0.5
13,39,1.285425,30.8,0.0,0.5
14,39,1.53045,33.6,54.58083489777372,0.5
15,39,1.09485,42.0,20.0,0.5
16,39,1.53045,33.6,57.531732946955614,0.5
17,39,1.285425,30.8,0.0,0.5
18,39,1.394325,36.400000000000006,46.07152004053668,0.5
19,39,1.394325,36.400000000000006,47.387773608830216,0.5
20,39,1.285425,30.8,0.0,0.5
21,39,1.176525,39.2,20.0,0.5
22,39,1.53045,33.6,51.61361964155847,0.5
23,39,1.721025,30.8,60.8,0.5
24,39,1.394325,36.400000000000006,48.839720750397476,0.5
25,39,1.09485,42.0,20.0,0.5
26,39,1.176525,39.2,20.0,0.5
27,39,1.09485,42.0,20.0,0.5
28,39,1.721025,30.8,60.69158331190788,0.5
29,39,1.394325,36.400000000000006,47.46129546951301,0.5
30,39,1.394325,39.2,42.10884038974224,0.5
31,39,1.176525,39.2,20.0,0.5
32,39,1.09485,42.0,20.0,0.5
33,39,1.285425,30.8,0.0,0.5
34,39,1.53045,33.6,54.66756725257504,0.5
35,39,1.721025,30.8,60.2208421267746,0.5
36,39,1.285425,30.8,0.0,0.5
37,39,1.285425,30.8,0.0,0.5
38,39,1.394325,36.400000000000006,47.28474479667145,0.5
39,39,1.176525,39.2,20.0,0.5
40,39,1.176525,39.2,20.0,0.5
41,39,1.285425,30.8,0.0,0.5
42,39,1.721025,30.8,60.8,0.5
43,39,1.285425,30.8,0.0,0.5
44,39,1.09485,42.0,20.0,0.5
45,39,1.176525,39.2,20.0,0.5
46,39,1.285425,30.8,0.0,0.5
47,39,1.721025,30.8,60.8,0.5
48,39,1.721025,30.8,60.76651252246814,0.5
49,39,1.285425,30.8,0.0,0.5
50,39,1.285425,30.8,0.0,0.5
51,39,1.09485,42.0,20.0,0.5
52,39,1.285425,30.8,0.0,0.5
53,39,1.09485,42.0,20.0,0.5
54,39,1.394325,39.2,43.03515968742515,0.5
55,39,1.285425,30.8,0.0,0.5
56,39,1.721025,30.8,60.69158331190788,0.5
57,39,1.285425,30.8,0.0,0.5
58,39,1.285425,30.8,0.0,0.5
59,39,1.394325,36.400000000000006,47.387773608830216,0.5
60,39,1.285425,30.8,0.0,0.5
61,39,1.285425,30.8,0.0,0.5
62,39,1.176525,39.2,20.0,0.5
63,39,1.721025,30.8,60.8,0.5
64,39,1.285425,30.8,0.0,0.5
65,39,1.394325,36.400000000000006,46.56125925341651,0.5
66,39,1.721025,30.8,60.69158331190788,0.5
67,39,1.176525,39.2,20.0,0.5
68,39,1.53045,33.6,57.37195857653598,0.5
69,39,1.285425,30.8,0.0,0.5
70,39,1.394325,36.400000000000006,47.579003434221974,0.5
71,39,1.176525,39.2,20.0,0.5
72,39,1.721025,30.8,60.8,0.5
73,39,1.53045,30.8,59.15200898521573,0.5
74,39,1.09485,42.0,20.0,0.5
75,39,1.394325,36.400000000000006,46.172326946826004,0.5
76,39,1.176525,39.2,20.0,0.5
77,39,1.53045,33.6,54.58083489777372,0.5
78,39,1.176525,39.2,20.0,0.5
79,39,1.176525,39.2,20.0,0.5
80,39,1.394325,36.400000000000006,45.19470958934499,0.5
81,39,1.09485,42.0,20.0,0.5
82,39,1.176525,39.2,20.0,0.5
83,39,1.394325,36.400000000000006,46.07152004053668,0.5
84,39,1.09485,42.0,20.0,0.5
85,39,1.285425,30.8,0.0,0.5
86,39,1.53045,33.6,54.66756725257504,0.5
87,39,1.394325,39.2,43.03515968742515,0.5
88,39,1.721025,30.8,60.8,0.5
89,39,1.09485,42.0,20.0,0.5
90,39,1.394325,36.400000000000006,48.584950004130924,0.5
91,39,1.09485,42.0,20.0,0.5
92,39,1.285425,30.8,0.0,0.5
93,39,1.176525,39.2,20.0,0.5
94,39,1.394325,36.400000000000006,50.15787559107417,0.5
95,39,1.176525,39.2,20.0,0.5
96,39,1.721025,30.8,60.8,0.5
97,39,1.394325,36.400000000000006,47.387773608830216,0.5
98,39,1.53045,33.6,54.58083489777372,0.5
99,39,1.09485,42.0,20.0,0.5
100,39,1.285425,30.8,0.0,0.5
1,40,1.721025,30.8,60.8,0.5
2,40,1.53045,33.6,54.39784445516529,0.5
3,40,1.394325,36.400000000000006,46.56125925341651,0.5
4,40,1.53045,33.6,54.58083489777372,0.5
5,40,1.394325,36.400000000000006,46.01973960666645,0.5
6,40,1.394325,36.400000000000006,48.584950004130924,0.5
7,40,1.09485,42.0,20.0,0.5
8,40,1.285425,30.8,0.0,0.5
9,40,1.394325,36.400000000000006,44.848240450916705,0.5
10,40,1.176525,39.2,20.0,0.5
11,40,1.53045,33.6,57.37195857653598,0.5
12,40,1.394325,36.400000000000006,50.15787559107417,0.5
13,40,1.285425,30.8,0.0,0.5
14,40,1.53045,33.6,54.58083489777372,0.5
15,40,1.09485,42.0,20.0,0.5
16,40,1.53045,33.6,57.531732946955614,0.5
17,40,1.285425,30.8,0.0,0.5
18,40,1.394325,36.400000000000006,46.07152004053668,0.5
19,40,1.394325,36.400000000000006,47.387773608830216,0.5
20,40,1.285425,30.8,0.0,0.5
21,40,1.176525,39.2,20.0,0.5
22,40,1.53045,33.6,51.61361964155847,0.5
23,40,1.721025,30.8,60.8,0.5
24,40,1.394325,36.400000000000006,48.839720750397476,0.5
25,40,1.09485,42.0,20.0,0.5
26,40,1.176525,39.2,20.0,0.5
27,40,1.09485,42.0,20.0,0.5
28,40,1.721025,30.8,60.69158331190788,0.5
29,40,1.394325,36.400000000000006,47.46129546951301,0.5
30,40,1.394325,39.2,42.10884038974224,0.5
31,40,1.176525,39.2,20.0,0.5
32,40,1.09485,42.0,20.0,0.5
33,40,1.285425,30.8,0.0,0.5
34,40,1.53045,33.6,54.66756725257504,0.5
35,40,1.721025,30.8,60.2208421267746,0.5
36,40,1.285425,30.8,0.0,0.5
37,40,1.285425,30.8,0.0,0.5
38,40,1.394325,36.400000000000006,47.28474479667145,0.5
39,40,1.176525,39.2,20.0,0.5
40,40,1.176525,39.2,20.0,0.5
41,40,1.285425,30.8,0.0,0.5
42,40,1.721025,30.8,60.8,0.5
43,40,1.285425,30.8,0.0,0.5
44,40,1.09485,42.0,20.0,0.5
45,40,1.176525,39.2,20.0,0.5
46,40,1.285425,30.8,0.0,0.5
47,40,1.721025,30.8,60.8,0.5
48,40,1.721025,30.8,60.76651252246814,0.5
49,40,1.285425,30.8,0.0,0.5
50,40,1.285425,30.8,0.0,0.5
51,40,1.09485,42.0,20.0,0.5
52,40,1.285425,30.8,0.0,0.5
53,40,1.09485,42.0,20.0,0.5
54,40,1.394325,39.2,43.03515968742515,0.5
55,40,1.285425,30.8,0.0,0.5
56,40,1.721025,30.8,60.69158331190788,0.5
57,40,1.285425,30.8,0.0,0.5
58,40,1.285425,30.8,0.0,0.5
59,40,1.394325,36.400000000000006,47.387773608830216,0.5
60,40,1.285425,30.8,0.0,0.5
61,40,1.285425,30.8,0.0,0.5
62,40,1.176525,39.2,20.0,0.5
63,40,1.721025,30.8,60.8,0.5
64,40,1.285425,30.8,0.0,0.5
65,40,1.394325,36.400000000000006,46.56125925341651,0.5
66,40,1.721025,30.8,60.69158331190788,0.5
67,40,1.176525,39.2,20.0,0.5
68,40,1.53045,33.6,57.37195857653598,0.5
69,40,1.285425,30.8,0.0,0.5
70,40,1.394325,36.400000000000006,47.579003434221974,0.5
71,40,1.176525,39.2,20.0,0.5
72,40,1.721025,30.8,60.8,0.5
73,40,1.53045,30.8,59.15200898521573,0.5
74,40,1.09485,42.0,20.0,0.5
75,40,1.394325,36.400000000000006,46.172326946826004,0.5
76,40,1.176525,39.2,20.0,0.5
77,40,1.53045,33.6,54.58083489777372,0.5
78,40,1.176525,39.2,20.0,0.5
79,40,1.176525,39.2,20.0,0.5
80,40,1.394325,36.400000000000006,45.19470958934499,0.5
81,40,1.09485,42.0,20.0,0.5
82,40,1.176525,39.2,20.0,0.5
83,40,1.394325,36.400000000000006,46.07152004053668,0.5
84,40,1.09485,42.0,20.0,0.5
85,40,1.285425,30.8,0.0,0.5
86,40,1.53045,33.6,54.66756725257504,0.5
87,40,1.394325,39.2,43.03515968742515,0.5
88,40,1.721025,30.8,60.8,0.5
89,40,1.09485,42.0,20.0,0.5
90,40,1.394325,36.400000000000006,48.584950004130924,0.5
91,40,1.09485,42.0,20.0,0.5
92,40,1.285425,30.8,0.0,0.5
93,40,1.176525,39.2,20.0,0.5
94,40,1.394325,36.400000000000006,50.15787559107417,0.5
95,40,1.176525,39.2,20.0,0.5
96,40,1.721025,30.8,60.8,0.5
97,40,1.394325,36.400000000000006,47.387773608830216,0.5
98,40,1.53045,33.6,54.58083489777372,0.5
99,40,1.09485,42.0,20.0,0.5
100,40,1.285425,30.8,0.0,0.5
1,41,1.721025,30.8,60.8,0.5
2,41,1.53045,33.6,54.39784445516529,0.5
3,41,1.394325,36.400000000000006,46.56125925341651,0.5
4,41,1.53045,33.6,54.58083489777372,0.5
5,41,1.394325,36.400000000000006,46.01973960666645,0.5
6,41,1.394325,36.400000000000006,48.584950004130924,0.5
7,41,1.09485,42.0,20.0,0.5
8,41,1.285425,30.8,0.0,0.5
9,41,1.394325,36.400000000000006,44.848240450916705,0.5
10,41,1.176525,39.2,20.0,0.5
11,41,1.53045,33.6,57.37195857653598,0.5
12,41,1.394325,36.400000000000006,50.15787559107417,0.5
13,41,1.285425,30.8,0.0,0.5
14,41,1.53045,33.6,54.58083489777372,0.5
15,41,1.09485,42.0,20.0,0.5
16,41,1.53045,33.6,57.531732946955614,0.5
17,41,1.285425,30.8,0.0,0.5
18,41,1.394325,36.400000000000006,46.07152004053668,0.5
19,41,1.394325,36.400000000000006,47.387773608830216,0.5
20,41,1.285425,30.8,0.0,0.5
21,41,1.176525,39.2,20.0,0.5
22,41,1.53045,33.6,51.61361964155847,0.5
23,41,1.721025,30.8,60.8,0.5
24,41,1.394325,36.400000000000006,48.839720750397476,0.5
25,41,1.09485,42.0,20.0,0.5
26,41,1.176525,39.2,20.0,0.5
27,41,1.09485,42.0,20.0,0.5
28,41,1.721025,30.8,60.69158331190788,0.5
29,41,1.394325,36.400000000000006,47.46129546951301,0.5
30,41,1.394325,39.2,42.10884038974224,0.5
31,41,1.176525,39.2,20.0,0.5
32,41,1.09485,42.0,20.0,0.5
33,41,1.285425,30.8,0.0,0.5
34,41,1.53045,33.6,54.66756725257504,0.5
35,41,1.721025,30.8,60.2208421267746,0.5
36,41,1.285425,30.8,0.0,0.5
37,41,1.285425,30.8,0.0,0.5
38,41,1.394325,36.400000000000006,47.28474479667145,0.5
39,41,1.176525,39.2,20.0,0.5
40,41,1.176525,39.2,20.0,0.5
41,41,1.285425,30.8,0.0,0.5
42,41,1.721025,30.8,60.8,0.5
43,41,1.285425,30.8,0.0,0.5
44,41,1.09485,42.0,20.0,0.5
45,41,1.176525,39.2,20.0,0.5
46,41,1.285425,30.8,0.0,0.5
47,41,1.721025,30.8,60.8,0.5
48,41,1.721025,30.8,60.76651252246814,0.5
49,41,1.285425,30.8,0.0,0.5
50,41,1.285425,30.8,0.0,0.5
51,41,1.09485,42.0,20.0,0.5
52,41,1.285425,30.8,0.0,0.5
53,41,1.09485,42.0,20.0,0.5
54,41,1.394325,39.2,43.03515968742515,0.5
55,41,1.285425,30.8,0.0,0.5
56,41,1.721025,30.8,60.69158331190788,0.5
57,41,1.285425,30.8,0.0,0.5
58,41,1.285425,30.8,0.0,0.5
59,41,1.394325,36.400000000000006,47.387773608830216,0.5
60,41,1.285425,30.8,0.0,0.5
61,41,1.285425,30.8,0.0,0.5
62,41,1.176525,39.2,20.0,0.5
63,41,1.721025,30.8,60.8,0.5
64,41,1.285425,30.8,0.0,0.5
65,41,1.394325,36.400000000000006,46.56125925341651,0.5
66,41,1.721025,30.8,60.69158331190788,0.5
67,41,1.176525,39.2,20.0,0.5
68,41,1.53045,33.6,57.37195857653598,0.5
69,41,1.285425,30.8,0.0,0.5
70,41,1.394325,36.400000000000006,47.579003434221974,0.5
71,41,1.176525,39.2,20.0,0.5
72,41,1.721025,30.8,60.8,0.5
73,41,1.53045,30.8,59.15200898521573,0.5
74,41,1.09485,42.0,20.0,0.5
75,41,1.394325,36.400000000000006,46.172326946826004,0.5
76,41,1.176525,39.2,20.0,0.5
77,41,1.53045,33.6,54.58083489777372,0.5
78,41,1.176525,39.2,20.0,0.5
79,41,1.176525,39.2,20.0,0.5
80,41,1.394325,36.400000000000006,45.19470958934499,0.5
81,41,1.09485,42.0,20.0,0.5
82,41,1.176525,39.2,20.0,0.5
83,41,1.394325,36.400000000000006,46.07152004053668,0.5
84,41,1.09485,42.0,20.0,0.5
85,41,1.285425,30.8,0.0,0.5
86,41,1.53045,33.6,54.66756725257504,0.5
87,41,1.394325,39.2,43.03515968742515,0.5
88,41,1.721025,30.8,60.8,0.5
89,41,1.09485,42.0,20.0,0.5
90,41,1.394325,36.400000000000006,48.584950004130924,0.5
91,41,1.09485,42.0,20.0,0.5
92,41,1.285425,30.8,0.0,0.5
93,41,1.176525,39.2,20.0,0.5
94,41,1.394325,36.400000000000006,50.15787559107417,0.5
95,41,1.176525,39.2,20.0,0.5
96,41,1.721025,30.8,60.8,0.5
97,41,1.394325,36.400000000000006,47.387773608830216,0.5
98,41,1.53045,33.6,54.58083489777372,0.5
99,41,1.09485,42.0,20.0,0.5
100,41,1.285425,30.8,0.0,0.5
1,42,1.721025,30.8,60.8,0.5
2,42,1.53045,33.6,56.14642045516529,0.5
3,42,1.394325,36.400000000000006,47.01834325341651,0.5
4,42,1.53045,33.6,55.75369489777372,0.5
5,42,1.394325,36.400000000000006,47.082449606666444,0.5
6,42,1.394325,36.400000000000006,49.49911800413092,0.5
7,42,1.09485,42.0,20.0,0.5
8,42,1.285425,30.8,0.0,0.5
9,42,1.394325,36.400000000000006,45.4858664509167,0.5
10,42,1.394325,39.2,42.50795713871122,0.5
11,42,1.53045,30.8,58.31024657653598,0.5
12,42,1.394325,36.400000000000006,50.38641759107417,0.5
13,42,1.285425,30.8,0.0,0.5
14,42,1.53045,33.6,55.75369489777372,0.5
15,42,1.09485,42.0,20.0,0.5
16,42,1.53045,30.8,58.18744894695561,0.5
17,42,1.285425,30.8,0.0,0.5
18,42,1.394325,36.400000000000006,47.13423004053668,0.5
19,42,1.394325,36.400000000000006,47.84485760883022,0.5
20,42,1.285425,30.8,0.0,0.5
21,42,1.394325,39.2,41.96007808357226,0.5
22,42,1.53045,33.6,52.78647964155847,0.5
23,42,1.721025,30.8,60.8,0.5
24,42,1.394325,36.400000000000006,49.525346750397475,0.5
25,42,1.09485,42.0,20.0,0.5
26,42,1.176525,39.2,20.0,0.5
27,42,1.09485,42.0,20.0,0.5
28,42,1.721025,30.8,60.8,0.5
29,42,1.394325,36.400000000000006,47.91837946951301,0.5
30,42,1.394325,39.2,42.56592438974224,0.5
31,42,1.176525,39.2,20.0,0.5
32,42,1.09485,42.0,20.0,0.5
33,42,1.285425,30.8,0.0,0.5
34,42,1.53045,33.6,55.323283252575045,0.5
35,42,1.721025,30.8,60.8,0.5
36,42,1.285425,30.8,0.0,0.5
37,42,1.285425,30.8,0.0,0.5
38,42,1.394325,36.400000000000006,48.42745479667145,0.5
39,42,1.176525,39.2,20.0,0.5
40,42,1.394325,39.2,42.50795713871122,0.5
41,42,1.285425,30.8,0.0,0.5
42,42,1.721025,30.8,60.8,0.5
43,42,1.285425,30.8,0.0,0.5
44,42,1.09485,42.0,20.0,0.5
45,42,1.176525,39.2,20.0,0.5
46,42,1.285425,30.8,0.0,0.5
47,42,1.721025,30.8,60.8,0.5
48,42,1.721025,30.8,60.8,0.5
49,42,1.285425,30.8,0.0,0.5
50,42,1.285425,30.8,0.0,0.5
51,42,1.09485,42.0,20.0,0.5
52,42,1.285425,30.8,0.0,0.5
53,42,1.09485,42.0,20.0,0.5
54,42,1.394325,39.2,43.72078568742515,0.5
55,42,1.285425,30.8,0.0,0.5
56,42,1.721025,30.8,60.8,0.5
57,42,1.31265,30.8,12.799999999999997,0.5
58,42,1.285425,30.8,0.0,0.5
59,42,1.394325,36.400000000000006,47.84485760883022,0.5
60,42,1.285425,30.8,0.0,0.5
61,42,1.285425,30.8,0.0,0.5
62,42,1.176525,39.2,20.0,0.5
63,42,1.721025,30.8,60.8,0.5
64,42,1.285425,30.8,0.0,0.5
65,42,1.394325,36.400000000000006,47.01834325341651,0.5
66,42,1.721025,30.8,60.8,0.5
67,42,1.176525,39.2,20.0,0.5
68,42,1.53045,30.8,58.31024657653598,0.5
69,42,1.285425,30.8,0.0,0.5
70,42,1.394325,36.400000000000006,48.72171343422197,0.5
71,42,1.176525,39.2,20.0,0.5
72,42,1.721025,30.8,60.8,0.5
73,42,1.53045,30.8,59.38658098521573,0.5
74,42,1.09485,42.0,20.0,0.5
75,42,1.394325,36.400000000000006,46.629410946826006,0.5
76,42,1.176525,39.2,20.0,0.5
77,42,1.53045,33.6,55.75369489777372,0.5
78,42,1.176525,39.2,20.0,0.5
79,42,1.176525,39.2,20.0,0.5
80,42,1.394325,36.400000000000006,45.19470958934499,0.5
81,42,1.09485,42.0,20.0,0.5
82,42,1.394325,39.2,41.96007808357226,0.5
83,42,1.394325,36.400000000000006,47.13423004053668,0.5
84,42,1.09485,42.0,20.0,0.5
85,42,1.285425,30.8,0.0,0.5
86,42,1.53045,33.6,55.323283252575045,0.5
87,42,1.394325,39.2,43.72078568742515,0.5
88,42,1.721025,30.8,60.8,0.5
89,42,1.09485,42.0,20.0,0.5
90,42,1.394325,36.400000000000006,49.49911800413092,0.5
91,42,1.09485,42.0,20.0,0.5
92,42,1.31265,30.8,12.799999999999997,0.5
93,42,1.176525,39.2,20.0,0.5
94,42,1.394325,36.400000000000006,50.38641759107417,0.5
95,42,1.394325,39.2,41.96007808357226,0.5
96,42,1.721025,30.8,60.8,0.5
97,42,1.394325,36.400000000000006,47.84485760883022,0.5
98,42,1.53045,33.6,55.75369489777372,0.5
99,42,1.09485,42.0,20.0,0.5
100,42,1.285425,30.8,0.0,0.5
1,43,1.721025,30.8,60.8,0.5
2,43,1.53045,33.6,56.58356445516529,0.5
3,43,1.394325,36.400000000000006,47.47542725341651,0.5
4,43,1.53045,33.6,55.98826689777372,0.5
5,43,1.394325,36.400000000000006,47.72007560666644,0.5
6,43,1.394325,36.400000000000006,49.72766000413092,0.5
7,43,1.09485,42.0,20.0,0.5
8,43,1.285425,30.8,0.0,0.5
9,43,1.394325,36.400000000000006,45.4858664509167,0.5
10,43,1.394325,39.2,42.73649913871122,0.5
11,43,1.53045,30.8,59.24853457653598,0.5
12,43,1.394325,36.400000000000006,51.07204359107417,0.5
13,43,1.53045,30.8,44.8,0.5
14,43,1.53045,33.6,55.98826689777372,0.5
15,43,1.09485,42.0,20.0,0.5
16,43,1.53045,30.8,58.624592946955616,0.5
17,43,1.285425,30.8,0.0,0.5
18,43,1.394325,36.400000000000006,47.55931404053668,0.5
19,43,1.394325,36.400000000000006,47.84485760883022,0.5
20,43,1.394325,30.8,36.8,0.5
21,43,1.394325,39.2,42.64570408357227,0.5
22,43,1.53045,33.6,53.25562364155847,0.5
23,43,1.721025,30.8,60.8,0.5
24,43,1.394325,36.400000000000006,50.210972750397474,0.5
25,43,1.09485,42.0,20.0,0.5
26,43,1.176525,39.2,20.0,0.5
27,43,1.09485,42.0,20.0,0.5
28,43,1.721025,30.8,60.8,0.5
29,43,1.394325,36.400000000000006,47.91837946951301,0.5
30,43,1.394325,39.2,42.79446638974224,0.5
31,43,1.176525,39.2,20.0,0.5
32,43,1.09485,42.0,20.0,0.5
33,43,1.53045,30.8,52.8,0.5
34,43,1.53045,33.6,55.97899925257504,0.5
35,43,1.721025,30.8,60.8,0.5
36,43,1.285425,30.8,0.0,0.5
37,43,1.394325,30.8,36.8,0.5
38,43,1.394325,36.400000000000006,48.655996796671445,0.5
39,43,1.176525,39.2,20.0,0.5
40,43,1.394325,39.2,42.73649913871122,0.5
41,43,1.53045,30.8,52.8,0.5
42,43,1.721025,30.8,60.8,0.5
43,43,1.394325,30.8,36.8,0.5
44,43,1.09485,42.0,20.0,0.5
45,43,1.176525,39.2,20.0,0.5
46,43,1.53045,30.8,44.8,0.5
47,43,1.721025,30.8,60.8,0.5
48,43,1.721025,30.8,60.8,0.5
49,43,1.31265,30.8,12.799999999999997,0.5
50,43,1.285425,30.8,0.0,0.5
51,43,1.09485,42.0,20.0,0.5
52,43,1.285425,30.8,0.0,0.5
53,43,1.09485,42.0,20.0,0.5
54,43,1.394325,39.2,44.17786968742515,0.5
55,43,1.285425,30.8,0.0,0.5
56,43,1.721025,30.8,60.8,0.5
57,43,1.285425,30.8,0.0,0.5
58,43,1.285425,30.8,0.0,0.5
59,43,1.394325,36.400000000000006,47.84485760883022,0.5
60,43,1.285425,30.8,0.0,0.5
61,43,1.285425,30.8,0.0,0.5
62,43,1.394325,39.2,42.36962938666315,0.5
63,43,1.721025,30.8,60.8,0.5
64,43,1.285425,30.8,0.0,0.5
65,43,1.394325,36.400000000000006,47.47542725341651,0.5
66,43,1.721025,30.8,60.8,0.5
67,43,1.394325,39.2,42.36962938666315,0.5
68,43,1.53045,30.8,59.24853457653598,0.5
69,43,1.285425,30.8,0.0,0.5
70,43,1.394325,36.400000000000006,48.950255434221965,0.5
71,43,1.176525,39.2,20.0,0.5
72,43,1.721025,30.8,60.8,0.5
73,43,1.53045,30.8,59.85572498521573,0.5
74,43,1.09485,42.0,20.0,0.5
75,43,1.394325,36.400000000000006,47.54357894682601,0.5
76,43,1.176525,39.2,20.0,0.5
77,43,1.53045,33.6,55.98826689777372,0.5
78,43,1.176525,39.2,20.0,0.5
79,43,1.176525,39.2,20.0,0.5
80,43,1.394325,36.400000000000006,46.044877589344985,0.5
81,43,1.09485,42.0,20.0,0.5
82,43,1.394325,39.2,42.64570408357227,0.5
83,43,1.394325,36.400000000000006,47.55931404053668,0.5
84,43,1.09485,42.0,20.0,0.5
85,43,1.285425,30.8,0.0,0.5
86,43,1.53045,33.6,55.97899925257504,0.5
87,43,1.394325,39.2,44.17786968742515,0.5
88,43,1.721025,30.8,60.8,0.5
89,43,1.09485,42.0,20.0,0.5
90,43,1.394325,36.400000000000006,49.72766000413092,0.5
91,43,1.09485,42.0,20.0,0.5
92,43,1.285425,30.8,0.0,0.5
93,43,1.394325,39.2,42.36962938666315,0.5
94,43,1.394325,36.400000000000006,51.07204359107417,0.5
95,43,1.394325,39.2,42.64570408357227,0.5
96,43,1.721025,30.8,60.8,0.5
97,43,1.394325,36.400000000000006,47.84485760883022,0.5
98,43,1.53045,33.6,55.98826689777372,0.5
99,43,1.09485,42.0,20.0,0.5
100,43,1.285425,30.8,0.0,0.5
1,44,1.721025,30.8,60.8,0.5
2,44,1.53045,33.6,56.58356445516529,0.5
3,44,1.394325,36.400000000000006,47.932511253416514,0.5
4,44,1.53045,33.6,56.22283889777372,0.5
5,44,1.394325,36.400000000000006,47.72007560666644,0.5
6,44,1.394325,36.400000000000006,49.72766000413092,0.5
7,44,1.09485,42.0,20.0,0.5
8,44,1.285425,30.8,0.0,0.5
9,44,1.394325,36.400000000000006,46.1234924509167,0.5
10,44,1.394325,39.2,42.73649913871122,0.5
11,44,1.53045,30.8,59.71767857653598,0.5
12,44,1.394325,36.400000000000006,51.07204359107417,0.5
13,44,1.285425,30.8,0.0,0.5
14,44,1.53045,33.6,56.22283889777372,0.5
15,44,1.09485,42.0,20.0,0.5
16,44,1.53045,30.8,58.624592946955616,0.5
17,44,1.285425,30.8,0.0,0.5
18,44,1.394325,36.400000000000006,47.55931404053668,0.5
19,44,1.394325,36.400000000000006,48.073399608830215,0.5
20,44,1.285425,30.8,0.0,0.5
21,44,1.394325,39.2,42.64570408357227,0.5
22,44,1.53045,33.6,53.25562364155847,0.5
23,44,1.721025,30.8,60.8,0.5
24,44,1.394325,36.400000000000006,50.66805675039747,0.5
25,44,1.09485,42.0,20.0,0.5
26,44,1.176525,39.2,20.0,0.5
27,44,1.09485,42.0,20.0,0.5
28,44,1.721025,30.8,60.8,0.5
29,44,1.394325,36.400000000000006,48.14692146951301,0.5
30,44,1.394325,39.2,42.79446638974224,0.5
31,44,1.176525,39.2,20.0,0.5
32,44,1.09485,42.0,20.0,0.5
33,44,1.285425,30.8,0.0,0.5
34,44,1.53045,33.6,56.197571252575045,0.5
35,44,1.721025,30.8,60.8,0.5
36,44,1.285425,30.8,0.0,0.5
37,44,1.285425,30.8,0.0,0.5
38,44,1.394325,36.400000000000006,48.88453879667145,0.5
39,44,1.176525,39.2,20.0,0.5
40,44,1.394325,39.2,42.73649913871122,0.5
41,44,1.285425,30.8,0.0,0.5
42,44,1.721025,30.8,60.8,0.5
43,44,1.285425,30.8,0.0,0.5
44,44,1.09485,42.0,20.0,0.5
45,44,1.176525,39.2,20.0,0.5
46,44,1.285425,30.8,0.0,0.5
47,44,1.721025,30.8,60.8,0.5
48,44,1.721025,30.8,60.8,0.5
49,44,1.285425,30.8,0.0,0.5
50,44,1.285425,30.8,0.0,0.5
51,44,1.09485,42.0,20.0,0.5
52,44,1.285425,30.8,0.0,0.5
53,44,1.09485,42.0,20.0,0.5
54,44,1.394325,39.2,44.17786968742515,0.5
55,44,1.285425,30.8,0.0,0.5
56,44,1.721025,30.8,60.8,0.5
57,44,1.285425,30.8,0.0,0.5
58,44,1.285425,30.8,0.0,0.5
59,44,1.394325,36.400000000000006,48.073399608830215,0.5
60,44,1.285425,30.8,0.0,0.5
61,44,1.285425,30.8,0.0,0.5
62,44,1.394325,39.2,42.59817138666315,0.5
63,44,1.721025,30.8,60.8,0.5
64,44,1.285425,30.8,0.0,0.5
65,44,1.394325,36.400000000000006,47.932511253416514,0.5
66,44,1.721025,30.8,60.8,0.5
67,44,1.394325,39.2,42.59817138666315,0.5
68,44,1.53045,30.8,59.71767857653598,0.5
69,44,1.285425,30.8,0.0,0.5
70,44,1.394325,36.400000000000006,49.17879743422196,0.5
71,44,1.176525,39.2,20.0,0.5
72,44,1.721025,30.8,60.8,0.5
73,44,1.721025,30.8,60.09029698521573,0.5
74,44,1.09485,42.0,20.0,0.5
75,44,1.394325,36.400000000000006,47.77212094682601,0.5
76,44,1.176525,39.2,20.0,0.5
77,44,1.53045,33.6,56.22283889777372,0.5
78,44,1.176525,39.2,20.0,0.5
79,44,1.176525,39.2,20.0,0.5
80,44,1.394325,36.400000000000006,46.044877589344985,0.5
81,44,1.09485,42.0,20.0,0.5
82,44,1.394325,39.2,42.64570408357227,0.5
83,44,1.394325,36.400000000000006,47.55931404053668,0.5
84,44,1.09485,42.0,20.0,0.5
85,44,1.285425,30.8,0.0,0.5
86,44,1.53045,33.6,56.197571252575045,0.5
87,44,1.394325,39.2,44.17786968742515,0.5
